,importe,fecha,agente
83,0.0003669176600499058,2020-04-15,854
84,0.0002878164596750577,2020-04-14,854
85,0.0002839088165747509,2020-04-14,3348
86,0.00020001146760080304,2020-04-21,854
87,0.00020093201638285866,2020-04-18,3349
88,0.0001804108009385301,2020-04-19,3349
89,7.096549365332015e-05,2020-04-25,854
90,0.00023859675977603515,2020-05-02,3348
91,0.00021293682233732624,2020-04-28,3348
92,0.0006486186090466535,2020-04-30,3348
93,0.0005446678137742793,2020-05-04,3349
94,9.264460922564925e-07,2020-05-06,3494
95,0.00013673896996158232,2020-05-13,3494
96,0.00017799347419884112,2020-05-14,3348
97,0.00015205461286558954,2020-05-17,3349
98,0.00018652634034416874,2020-05-18,854
99,4.050779067729353e-05,2020-05-21,3492
100,0.00032829653463596875,2020-05-22,3349
101,5.6425180832612e-05,2020-05-23,854
102,6.897205916877985e-05,2020-05-28,3492
103,2.658878431486767e-05,2020-05-26,3492
104,2.708953859002485e-05,2020-05-24,3348
105,0.0003362534445153417,2020-05-30,3348
106,0.00020957551557508624,2020-06-01,854
107,0.00023005244579020278,2020-06-02,854
108,0.00026627064301200815,2020-06-04,3348
109,0.0005280610087681289,2020-06-08,3349
110,0.00021481862857822075,2020-06-08,854
111,0.0004979168173904535,2020-06-10,3492
112,0.00023406607836991318,2020-06-11,854
113,1.9823338343229332e-05,2020-06-07,3492
114,0.0004093376689494742,2020-06-12,3349
115,0.000132413149292595,2020-06-19,854
116,0.000360263602243523,2020-06-18,3349
117,0.00023538414977128188,2020-06-15,3349
118,0.00015854170538535605,2020-06-15,3348
119,0.00021455844105787585,2020-06-23,854
120,0.00038145585525609506,2020-06-30,3348
121,0.0001606727273589671,2020-06-24,3348
122,0.0001728209729697611,2020-06-26,854
123,3.23678836099127e-05,2020-06-21,854
124,8.288603824867539e-05,2020-06-24,3492
125,0.0001249193649916278,2020-06-28,3349
126,5.5690325503562164e-05,2020-06-28,3348
127,4.854918557855262e-06,2020-06-20,3492
128,0.0002233112046449839,2020-07-02,854
129,4.146527254435458e-06,2020-07-01,3494
130,2.2654248330951715e-06,2020-07-02,3494
131,0.00027074151617163567,2020-07-06,854
132,0.0003347291909197161,2020-07-06,3348
133,0.0007409653979513023,2020-07-06,3492
134,0.0003573523706446304,2020-07-07,854
135,0.000962287641367222,2020-07-08,3492
136,6.2585255805613155e-06,2020-07-08,3494
137,4.5206822437667705e-06,2020-07-09,3494
138,0.0001499078154845936,2020-07-12,3349
139,1.1639287631328148e-05,2020-07-12,3492
140,0.00023084616751975465,2020-07-14,3492
141,0.00018194590320466092,2020-07-15,3492
142,0.00012290893829213498,2020-07-13,3348
143,0.0004915575060808955,2020-07-11,3492
144,0.00019239907021140096,2020-07-17,3348
145,0.00012252447019178432,2020-07-24,854
146,0.00034433469037742587,2020-07-27,3349
147,0.0001917536081735485,2020-07-21,854
148,0.00033762016564793955,2020-07-21,3349
149,0.00014796657650443037,2020-07-21,3348
150,7.15090003495056e-05,2020-07-18,854
151,0.00013897048013114234,2020-07-19,3349
152,3.73181543277278e-05,2020-07-18,3348
153,4.957288393837021e-06,2020-07-18,3494
154,3.531101690737628e-05,2020-07-25,3492
155,8.467668857155886e-05,2020-07-28,3492
156,1.0668098724551778e-05,2020-07-19,3492
157,1.2472043644787891e-05,2020-07-28,3494
158,0.00019655900697250405,2020-07-31,3492
159,2.8798543792663816e-05,2020-08-03,3494
160,1.568282330830973e-05,2020-07-30,3494
161,0.00050459879200452,2020-08-04,3349
162,4.1960777926159686e-05,2020-08-02,3492
163,0.0005590513307827468,2020-08-10,3349
164,6.296085742114197e-05,2020-08-11,3494
165,3.36822327702569e-05,2020-08-19,3494
166,0.00026110635985090113,2020-08-19,854
167,3.241581515792324e-05,2020-08-13,3494
168,2.3119635160520056e-05,2020-08-14,3494
169,3.2264346213212675e-05,2020-08-24,3494
170,1.8656163391948367e-05,2020-08-22,3494
171,0.00011582771536707869,2020-08-30,3348
172,0.0002450305692568364,2020-09-02,3348
173,0.0005307361509715893,2020-09-07,3492
174,0.00012629867895397608,2020-09-10,3348
175,2.9036114697478425e-05,2020-09-12,3494
176,0.0004428792239908683,2020-09-17,3349
177,5.796905519377024e-05,2020-09-18,3348
178,2.3749208933624653e-05,2020-09-19,3494
179,3.353936150464921e-05,2020-09-19,3492
180,3.743444871034253e-05,2020-09-20,3348
181,9.422464308588887e-05,2020-09-20,854
182,7.90550027263225e-05,2020-09-17,3492
183,7.900779141348262e-05,2020-09-24,3348
184,6.870036019741653e-05,2020-09-25,3492
185,1.1162619169371354e-06,2020-09-27,3492
186,4.4156682623692674e-05,2020-09-29,3494
187,9.485956219409203e-05,2020-09-29,3348
188,0.0002607296748046882,2020-10-02,3348
189,0.0005868998125669739,2020-10-02,3349
190,0.00034950311232582413,2020-10-02,3492
191,0.0008245636790174014,2020-10-08,3349
192,0.00020655925070644685,2020-10-08,3348
193,2.4639600176354486e-05,2020-10-11,3492
194,0.0005565163410084236,2020-10-14,3349
195,0.00012773852960579768,2020-10-14,3492
196,6.982288467202e-05,2020-10-20,3494
197,0.00010230922337005945,2020-10-18,3349
198,8.06802923890953e-05,2020-10-29,3492
199,6.813220340121605e-05,2020-10-30,3494
200,4.971210683322732e-05,2020-10-24,3494
201,3.685963332972945e-05,2020-10-24,3348
202,3.974864639179005e-05,2020-10-25,3494
203,0.0002844027994081325,2020-11-01,3349
204,5.454104152223299e-05,2020-10-31,3494
205,0.0002169954562775152,2020-10-31,3492
206,8.824433347641181e-05,2020-11-07,3348
207,0.0007918425108224904,2020-11-09,3349
208,0.00016914032911729084,2020-11-08,854
209,0.0006604301908840802,2020-11-16,854
210,0.00010999018263341488,2020-11-12,3494
211,4.106782174336336e-05,2020-11-14,3348
212,4.8641318225740996e-05,2020-11-14,3492
213,5.392735190997216e-05,2020-11-16,3492
214,0.00043011636949329363,2020-11-17,3349
215,0.00042339998159134307,2020-11-20,3349
216,0.0003289423085705333,2020-11-19,854
217,1.1020498918215135e-05,2020-11-22,3494
218,5.183579718215227e-05,2020-11-24,3492
219,5.940606389199817e-06,2020-11-23,3492
220,3.0415005957703765e-05,2020-11-28,3494
221,8.003536385877665e-05,2020-11-27,3492
222,4.7409941798619716e-05,2020-11-28,3492
223,7.687819144264448e-05,2020-11-30,3494
224,0.00035280799040660136,2020-12-03,854
225,9.536750650924359e-05,2020-12-08,3348
226,0.0005880814168450929,2020-12-05,3349
227,0.00014914435594392224,2020-12-05,3348
228,0.0004057262907905116,2020-12-21,854
229,0.00021787395235419268,2020-12-21,3348
230,0.00035792991512147425,2020-12-16,854
231,0.00022542705448511363,2020-12-18,3492
232,7.844629320169478e-05,2020-12-16,3494
233,0.0005511591517828438,2020-12-28,3349
234,0.0004207221923697341,2020-12-23,3349
235,0.00015773322806858972,2020-12-23,3348
236,7.323711538161595e-05,2020-12-26,3348
237,0.00030586712279538956,2020-12-29,854
238,2.34240586632277e-05,2020-12-26,3492
239,0.0004980699812475601,2020-12-30,3349
240,0.0005838141958228407,2021-01-04,3348
241,0.000220261628386713,2021-01-02,3348
242,0.0003060126985338033,2020-12-31,3348
243,0.00035078600095728873,2020-12-31,3349
244,3.6673513070696605e-05,2021-01-01,3492
245,0.0010131129527088272,2021-01-05,3349
246,0.0009160102478289856,2021-01-08,3492
247,0.00044699997257165945,2021-01-18,3349
248,0.00018872814850775876,2021-01-20,3348
249,3.1912980203384126e-05,2021-01-18,3492
250,0.0001576485932542037,2021-01-21,3348
251,0.00012507278123883683,2021-01-26,3348
252,0.0005646779146375341,2021-02-01,3348
253,2.8934986292488847e-05,2021-01-31,3492
254,0.0007557578320688343,2021-02-02,3349
255,0.00033786725555832894,2021-02-03,854
256,0.00031474369296157905,2021-02-06,3492
257,0.00042237245223704215,2021-02-09,3492
258,0.0007441842274227288,2021-02-10,3349
259,0.0006647112010241298,2021-02-11,3349
260,0.0002803438125321904,2021-02-12,3348
261,9.198816719236015e-05,2021-02-12,3492
262,0.0005128962294829766,2021-02-17,3349
263,0.00027900646098932987,2021-02-15,3349
264,4.880896270848688e-05,2021-02-22,3492
265,0.0001734164699751183,2021-02-21,3349
266,0.0008293534624612322,2021-03-03,3349
267,0.0004932155941452865,2021-03-03,3348
268,1.1507347114307822e-06,2021-03-03,854
269,0.00014993138625782863,2021-03-06,3348
270,5.771566579057756e-05,2021-03-07,3492
271,0.00040332954512991616,2021-03-09,854
272,0.0008063485252646295,2021-03-09,3349
273,0.000943100346601921,2021-03-08,3349
274,0.0005300331686137817,2021-03-09,3492
275,0.0006947531887739397,2021-03-11,3349
276,0.00024041279069386456,2021-03-15,3348
277,0.00018970705275425513,2021-03-14,3349
278,0.00034487608971885266,2021-03-16,3349
279,1.3136802239748593e-05,2021-03-24,3492
280,0.00038354381086001365,2021-04-01,3348
281,0.0003289122885119951,2021-04-02,3349
282,2.935378970654559e-07,2021-04-05,854
283,0.000872089034911205,2021-04-08,3492
284,0.00023635558696425668,2021-04-15,3348
285,1.9857037551798923e-05,2021-04-24,3492
286,2.770135271810906e-06,2021-04-18,3492
287,0.0001781405376024935,2021-04-19,3348
288,0.0006626387109828362,2021-04-19,3349
289,7.198656141060554e-05,2021-04-22,3492
290,5.503488277092296e-05,2021-04-28,854
291,0.0005246424730631253,2021-04-29,3349
292,0.00014215758642382648,2021-04-27,3348
293,0.0003929684061208098,2021-05-02,3349
294,3.723816102888611e-05,2021-05-02,854
295,7.383029162920103e-05,2021-05-02,3492
296,0.0004982643544577508,2021-05-04,3348
297,0.0001300767289704114,2021-05-06,854
298,0.0005552267117144642,2021-05-08,3492
299,0.0002836095106404639,2021-05-11,3492
300,0.0004044235413151241,2021-05-21,3349
301,0.0005158355564093815,2021-05-19,3349
302,7.845760150945991e-05,2021-05-15,3348
303,7.019268541909444e-05,2021-05-18,854
304,0.00026142585699339153,2021-05-22,3349
305,5.451544547232146e-05,2021-05-18,3492
306,0.0003666243150363333,2021-05-29,3348
307,0.0001840082976418529,2021-05-23,3349
308,0.00021150372671166373,2021-05-31,3492
309,0.00041203017066730464,2021-06-03,3348
310,0.0007837874150373721,2021-06-03,3349
311,0.00012103401429842687,2021-06-02,854
312,0.0010225532556625905,2021-06-07,3349
313,9.970256917027851e-05,2021-06-06,3492
314,0.000603189053369468,2021-06-05,3492
315,0.0003025682015314228,2021-06-08,3348
316,0.0006174758331503397,2021-06-17,3349
317,0.0002944492674659776,2021-06-12,3349
318,0.0005860399625786039,2021-06-15,3349
319,7.075804335269436e-05,2021-06-17,854
320,3.5810029075240294e-05,2021-06-19,854
321,6.0970677332558036e-05,2021-06-19,3492
322,0.0007147942125546363,2021-06-29,3349
323,0.0003815610752534787,2021-07-10,3349
324,0.000731573352805926,2021-07-14,3349
325,0.0007137483161775072,2021-07-13,3349
326,0.0002306719978294796,2021-07-13,3492
327,0.00048672402221418797,2021-07-20,3349
328,2.4554686296489242e-05,2021-07-17,854
329,0.00026336536002211775,2021-07-18,3349
330,3.188167357090856e-05,2021-07-18,854
331,5.458192461494081e-06,2021-07-18,3492
332,0.00010601352622970302,2021-07-23,3348
333,0.0004527642444611682,2021-07-29,3349
334,0.00011429028003146335,2021-07-26,3348
335,0.000568284208059309,2021-07-30,3349
336,0.00012100473089067574,2021-08-03,854
337,0.0011998938849000916,2021-08-06,3349
338,0.00024550336568526885,2021-08-11,3348
339,0.0005378798722522817,2021-08-08,3349
340,4.735761086540713e-05,2021-08-18,3492
341,3.564428470009566e-05,2021-08-15,3348
342,0.00025988312967343104,2021-08-21,3349
343,0.0005281093404467898,2021-08-20,3349
344,4.447299103269241e-05,2021-08-22,3348
345,0.0001063711424854856,2021-08-30,3492
346,2.168932813769785e-05,2021-08-29,854
347,4.117708613824385e-05,2021-08-28,854
348,0.00024361636595372766,2021-08-31,3492
349,1.6569512829535602e-05,2021-08-29,3492
350,6.661515626120127e-05,2021-09-04,854
351,0.00016490477997497966,2021-09-04,3348
352,0.0004417885211887058,2021-09-05,3349
353,0.0001492183842181453,2021-09-03,854
354,0.0015843924505828878,2021-09-07,3349
355,0.0008325638727733844,2021-09-08,3492
356,2.7985026881654814e-05,2021-09-12,3492
357,0.0005772591405991203,2021-09-22,3349
358,8.984616317136045e-05,2021-09-16,3492
359,0.0007917373154485315,2021-09-30,3349
360,0.0015342213036077927,2021-10-07,3349
361,0.00018156972499060517,2021-10-08,3348
362,0.0008569939152943544,2021-10-12,854
363,0.00014836914282189022,2021-10-14,3492
364,0.0007960926657595163,2021-10-15,3349
365,0.00025320397649343767,2021-10-24,3349
366,0.0004051614417410209,2021-10-30,3348
367,0.0006646897499173658,2021-10-27,3349
368,0.00012070158780604929,2021-10-26,3348
369,0.001472706313161892,2021-11-01,3349
370,0.0015731150370078524,2021-11-05,3349
371,0.0011414099333776136,2021-11-04,3492
372,0.0006789301309584108,2021-11-06,3349
373,0.0006429051824770709,2021-11-09,854
374,0.00029209166689470094,2021-11-09,3348
375,0.0006216891596519148,2021-11-08,854
376,0.00028941521554583065,2021-11-10,3348
377,0.0010333275798410319,2021-11-10,3492
378,0.00018627627099939814,2021-11-11,3348
379,0.0002458671213815946,2021-11-17,854
380,0.00017473040258919568,2021-11-18,854
381,5.8430360690704776e-05,2021-11-17,3492
382,8.91433634372856e-05,2021-11-23,3492
383,4.039516313299786e-05,2021-11-28,854
384,8.186549989501972e-05,2021-11-26,3492
385,9.801899791333887e-05,2021-11-26,3348
386,1.8847179608580126e-05,2021-11-28,3492
387,0.0005320106348074441,2021-12-04,3492
388,0.00025401731488461805,2021-12-08,854
389,0.0009355635226066379,2021-12-10,3349
390,0.0002286771392902144,2021-12-11,3492
391,0.0009247359153892313,2021-12-15,3349
392,0.000306793451926379,2021-12-13,3348
393,0.0008305848163168808,2021-12-17,3349
394,0.0003524141551451278,2021-12-17,3492
395,0.00016076346673071134,2021-12-20,3492
396,8.093945803731772e-05,2021-12-19,854
397,0.0006382520467282706,2021-12-29,3349
398,6.930706291293623e-05,2021-12-28,3492
399,0.0003200135346921585,2021-12-26,3349
400,0.0005298673708878837,2021-12-23,3349
401,6.023496223559791e-05,2021-12-26,3348
402,9.82595626161991e-05,2021-12-24,3348
403,3.4062404083008175e-06,2021-12-25,3492
404,0.0003707635783805005,2022-01-01,3349
405,0.00043160284459966793,2021-12-31,3348
406,0.0003332089960852517,2022-01-03,854
407,0.0015383147899536052,2022-01-04,3349
408,0.0007014668147484268,2022-01-04,3348
409,0.00039962560751773807,2022-01-06,854
410,0.001514230885068632,2022-01-06,3349
411,0.00048484677746270764,2022-01-09,3349
412,0.00035428231180096453,2022-01-10,854
413,8.64999259449991e-05,2022-01-15,854
414,0.0003796043973860672,2022-01-16,3349
415,0.00018292505778930778,2022-01-26,3348
416,5.459697978715509e-05,2022-01-22,854
417,0.00010444825821643818,2022-01-21,3492
418,0.00021750289991636577,2022-01-27,854
419,0.0014170326330933856,2022-02-01,3349
420,0.000294684745379698,2022-02-04,854
421,0.0012676220404744655,2022-02-08,3349
422,0.0011792715759339585,2022-02-09,3349
423,0.000808724137871029,2022-02-09,3492
424,0.0007223207316467081,2022-02-10,3348
425,0.00040147934921040104,2022-02-10,854
426,0.00032464469813837325,2022-02-15,854
427,0.0002644359044473098,2022-02-25,3492
428,0.00031431829046971925,2022-02-25,3348
429,0.0001225044410877931,2022-03-01,854
430,0.000872392233398537,2022-03-02,3348
431,0.0008587412058184019,2022-03-04,3348
432,0.0007147561529479535,2022-02-08,3492
433,0.00033179594803114894,2022-02-14,3348
434,0.0005768257744813421,2022-03-06,3349
435,0.00018675054688526089,2022-03-03,854
436,0.0003417448416649606,2022-03-06,3348
437,0.00018772440948556257,2022-02-12,3348
438,0.00034130429166304404,2022-02-19,3349
439,7.484946543474131e-05,2022-02-18,3492
440,0.0001338859501904868,2022-02-15,3492
441,0.0009166666713947061,2022-03-11,3349
442,0.0007957196331879581,2022-03-22,3349
443,0.0002481352978823931,2022-03-29,854
444,0.0012139902209589546,2022-04-05,3348
445,0.0008331676227298995,2022-04-05,3492
446,0.001380984351865249,2022-04-06,3492
447,0.00041385933407827447,2022-03-13,3349
448,0.00011984415091329373,2022-03-13,854
449,0.00016912108385898393,2022-03-28,854
450,0.0008151824435554413,2022-04-07,3348
451,0.0006411662680213047,2022-04-09,3349
452,0.000819589519473783,2022-04-11,3492
453,0.0013941409903254957,2022-04-04,3349
454,0.0011838398449977908,2022-04-04,3348
455,7.964715504983302e-05,2022-03-19,3492
456,0.00023729815319184307,2022-03-29,3348
457,0.00038175010107661885,2022-03-16,3348
458,0.0004554087694880428,2022-03-12,3349
459,8.584546609739338e-05,2022-04-03,3492
460,0.00032031249589850055,2022-03-26,3349
461,0.00013926673481272621,2022-03-26,3348
462,0.0001421775006185027,2022-03-30,3492
463,0.0008748894980343621,2022-04-13,3349
464,0.00029495726102797846,2022-03-27,3349
465,5.1320812619506194e-05,2022-04-16,854
466,0.0011465808320321401,2022-04-20,3349
467,0.00034214981081827464,2022-04-23,3349
468,9.729539959325285e-05,2022-04-24,3348
469,0.001223923948615141,2022-04-21,3349
470,0.00046308474250790905,2022-04-19,3348
471,0.00014704008526922872,2022-04-17,3348
472,0.00017759816358384138,2022-05-13,854
473,0.00022731864238144573,2022-05-13,3348
474,0.00016328839373216564,2022-05-13,3492
475,0.0012893072893314817,2022-05-11,3349
476,0.00035063152795477236,2022-05-04,854
477,0.00041308962429164914,2022-05-10,854
478,0.0004869445947481939,2022-05-09,3348
479,0.0012495419359460746,2022-05-09,3492
480,0.0004222291685290718,2022-05-01,3348
481,0.0002522743724469713,2022-04-29,3492
482,1.251649713406827e-07,2019-05-26,854
483,7.386411805879791e-08,2019-05-25,854
484,2.3288486191073224e-06,2019-06-03,854
485,3.2777553785380683e-06,2019-06-05,854
486,5.927761169346828e-06,2019-06-12,854
487,6.082792302821739e-06,2019-06-13,854
488,4.821839038805733e-06,2019-06-26,854
489,1.9572421542260755e-06,2019-06-30,854
490,2.2919278458142156e-06,2019-07-07,854
491,9.56041396719699e-06,2019-07-11,854
492,9.838498613349847e-06,2019-07-26,854
493,1.2795357418097234e-06,2019-07-13,854
494,1.0613163864183686e-05,2019-08-01,854
495,1.443138289401233e-05,2019-08-20,854
496,9.336878414426221e-06,2019-09-23,854
497,2.0308251548535856e-05,2019-10-03,854
498,2.4383912586862232e-05,2019-10-11,854
499,1.5037387945833949e-05,2019-10-22,854
500,1.84631834572017e-05,2019-10-29,854
501,1.2949282549415474e-05,2019-11-04,3348
502,3.968066932417186e-06,2019-11-09,3348
503,6.000775779255604e-06,2019-11-17,854
504,6.9355671605124325e-06,2019-11-21,3348
505,9.334746436242954e-06,2019-11-13,3348
506,4.7288035327139506e-06,2019-11-16,854
507,1.3731478464284531e-06,2019-11-16,3348
508,5.269115339552588e-06,2019-11-14,3348
509,3.8142995962118375e-05,2019-11-27,3349
510,4.523433911470103e-06,2019-11-24,854
511,2.3900829722787155e-05,2019-11-29,3348
512,3.664537465219117e-05,2019-11-29,3349
513,1.0828382855282862e-05,2019-11-30,854
514,2.5826498490770746e-05,2019-12-05,854
515,4.189649026833315e-05,2019-12-09,854
516,2.0479209933847655e-05,2019-12-23,854
517,8.332316149066305e-05,2019-12-26,3349
518,1.2394408038855324e-05,2019-12-26,3348
519,8.797155517826851e-06,2019-12-29,3348
520,9.014356284219e-05,2020-01-06,3349
521,3.913471259723489e-05,2020-01-04,3349
522,9.87752776737761e-05,2020-01-07,3349
523,9.739393638279924e-05,2020-01-08,3349
524,3.2720343310185596e-05,2020-01-09,3348
525,3.2214853129689655e-05,2020-01-13,3348
526,2.394005689018805e-05,2020-01-12,3349
527,6.86898316314316e-05,2020-01-14,3349
528,2.5823779654300267e-05,2020-01-15,3348
529,2.171580857894431e-06,2020-01-19,854
530,6.424787047623354e-06,2020-01-19,3348
531,2.034510460741121e-05,2020-01-22,854
532,1.4712059155608369e-05,2020-01-22,3348
533,4.218579498831286e-06,2020-01-25,854
534,7.015626942600643e-05,2020-01-31,3348
535,8.170591958384288e-06,2020-02-01,854
536,0.00011506589328414577,2020-02-06,3349
537,2.492010612593011e-05,2020-02-15,3349
538,7.619827507786684e-06,2020-02-16,3348
539,2.988901677619642e-05,2020-02-17,854
540,5.9312265059742605e-05,2020-02-19,3349
541,5.621917715818372e-06,2020-02-21,854
542,6.310160902027872e-06,2020-02-21,3348
543,0.00010051482002687069,2020-02-27,3349
544,5.6069448268814254e-05,2020-02-29,3348
545,8.688024294634615e-05,2020-03-02,3348
546,8.64288504297806e-05,2020-03-07,3349
547,3.001811123571897e-05,2020-03-07,3348
548,4.842649115748398e-05,2020-03-08,3349
549,3.0172321588372602e-05,2020-03-13,854
550,1.1410999757602186e-05,2020-03-14,3348
551,9.296198670166871e-05,2020-03-24,3349
552,5.3853005583180864e-05,2020-03-26,854
553,0.00013897498416589907,2020-03-29,3349
554,0.00028257115313517833,2020-04-13,3348
555,0.0003730822616291363,2020-04-16,854
556,0.00022086547273302262,2020-04-16,3348
557,6.681887200909024e-05,2020-04-12,3348
558,0.00021653927245290545,2020-05-02,3349
559,0.00021039024724171074,2020-04-30,854
560,0.00033861479195106754,2020-05-01,3349
561,0.00023770790954929727,2020-04-27,3348
562,4.069464553516142e-05,2020-04-26,3348
563,5.902928445599083e-06,2020-04-30,3494
564,9.040777629246327e-07,2020-04-29,3494
565,1.7510804794896948e-06,2020-05-04,3494
566,0.0003598879082901518,2020-05-08,3348
567,0.0006182045675064148,2020-05-05,3349
568,0.0005742610765451928,2020-05-06,3349
569,1.4071917829429826e-06,2020-05-07,3494
570,2.3097580779852334e-05,2020-05-10,3494
571,0.00022446260213692786,2020-05-13,3348
572,0.00045108502539453337,2020-05-14,3349
573,0.0003310063363615596,2020-05-12,854
574,0.0003435933201006071,2020-05-12,3348
575,0.00036755981228909644,2020-05-15,3349
576,0.00017368476680997743,2020-05-15,854
577,0.0004586138242053362,2020-05-18,3349
578,1.618990169969485e-05,2020-05-20,3492
579,0.00011207305555209771,2020-05-22,3348
580,0.0003367602664127202,2020-05-26,3349
581,0.00014978301370876634,2020-05-27,3348
582,0.00013588037576786879,2020-05-26,3348
583,0.00018785680348398665,2020-05-28,854
584,0.00016940765332687676,2020-05-31,3348
585,0.000543017471828889,2020-06-02,3349
586,0.00047988148850781524,2020-06-04,3349
587,0.00038938672996781707,2020-06-02,3348
588,0.00031127234206267834,2020-06-06,3349
589,0.00017596460660624627,2020-06-12,854
590,0.00039441682162050137,2020-06-16,3349
591,5.027898936720275e-05,2020-06-14,3348
592,7.124505980885542e-05,2020-06-13,3348
593,0.0001657746496452255,2020-06-24,854
594,8.15797901950372e-05,2020-06-21,3349
595,7.763068124763946e-05,2020-06-22,3492
596,0.0006076713497461755,2020-07-02,3349
597,0.0005168121255344413,2020-07-03,3492
598,0.00011145197275658921,2020-07-04,854
599,7.334637567259234e-05,2020-07-05,854
600,0.0006160304935267757,2020-07-06,3349
601,5.0167396006741885e-06,2020-07-07,3494
602,0.0003445742680913485,2020-07-15,3349
603,0.0002876049054703255,2020-07-14,854
604,0.0002512053115831138,2020-07-13,854
605,0.00040133375090051465,2020-07-13,3492
606,6.756002888289544e-06,2020-07-17,3494
607,2.116931218861735e-06,2020-07-11,3494
608,4.991723637608094e-05,2020-07-11,3348
609,0.0003112458493097196,2020-07-24,3349
610,0.00014349874023384152,2020-07-20,3348
611,8.577929064367789e-05,2020-07-24,3492
612,5.4851709115038506e-05,2020-07-19,854
613,5.3849753239176557e-05,2020-07-25,854
614,8.147973290901939e-05,2020-07-27,3492
615,0.00011115075440298866,2020-07-21,3492
616,0.00018729403921778198,2020-07-28,854
617,0.00015131820215688341,2020-07-29,854
618,0.0001814482371173438,2020-07-30,854
619,0.00010419237158759677,2020-07-30,3348
620,0.00012080057192114328,2020-07-30,3492
621,0.0002549899257941673,2020-08-01,3492
622,1.1874416713199458e-05,2020-08-01,3494
623,6.765851026973639e-05,2020-07-29,3492
624,1.018743100804331e-05,2020-07-29,3494
